seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
58,9992,No Error,34,42765,No Error,90,61579,No Error,35,62231,No Error,94,28345,No Error,38,73963,No Error,82,Eligible,No Error,85,Eligible,No Error
65,70220,No Error,52,48563,No Error,37,20999,No Error,62,47528,No Error,93,80216,No Error,83,2030,EOE,45,Eligible,No Error,85,Non-Eligible,EOE
61,47655,No Error,70,4007,No Error,75,67779,No Error,68,63744,No Error,28,97960,No Error,66,51378,No Error,27,Eligible,No Error,78,Non-Eligible,No Error
58,26623,No Error,64,63684,No Error,42,33752,No Error,27,76922,No Error,84,74012,No Error,77,46263,No Error,89,Non-Eligible,EOE,72,Non-Eligible,No Error
55,699,No Error,51,74520,No Error,66,12446,No Error,66,19942,No Error,26,7473,No Error,67,17219,No Error,81,Non-Eligible,EOE,59,Non-Eligible,No Error
57,86744,No Error,31,71409,No Error,61,41414,No Error,77,62443,No Error,39,98123,No Error,77,41375,No Error,97,Non-Eligible,EOE,24,Eligible,No Error
57,45091,No Error,23,12666,No Error,37,6863,No Error,93,70129,No Error,81,29900,No Error,55,63656,No Error,95,Eligible,No Error,59,Eligible,No Error
46,57267,No Error,65,8416,No Error,94,39990,No Error,18,55328,EOI,1,46927,EOI,56,53164,No Error,98,Eligible,No Error,49,Eligible,No Error
45,47953,No Error,98,66051,No Error,50,30909,No Error,26,256,No Error,10,71620,EOI,44,62994,No Error,86,Non-Eligible,EOE,34,Non-Eligible,No Error
50,71176,No Error,36,12326,No Error,46,20555,No Error,93,39813,No Error,16,97019,EOI,59,45912,No Error,57,Non-Eligible,No Error,52,Eligible,No Error
53,53982,No Error,53,77127,No Error,54,75078,No Error,58,68652,No Error,28,36283,No Error,75,25094,No Error,87,Non-Eligible,EOE,28,Eligible,No Error
68,59301,No Error,70,62627,No Error,60,53033,No Error,37,10749,No Error,74,41704,No Error,99,60219,No Error,79,Non-Eligible,No Error,74,Non-Eligible,No Error
65,23956,No Error,68,58276,No Error,60,39484,No Error,95,26104,No Error,6,71583,EOI,98,62458,No Error,84,Eligible,No Error,95,Eligible,No Error
77,85863,No Error,68,78224,No Error,34,47147,No Error,99,76253,No Error,90,95862,No Error,98,36090,No Error,20,Non-Eligible,No Error,71,Eligible,No Error
43,68643,No Error,25,21625,No Error,30,42624,No Error,45,23036,No Error,26,73840,No Error,92,19345,No Error,96,Non-Eligible,EOE,69,Non-Eligible,No Error
58,48742,No Error,91,5320,EOE,52,42730,No Error,81,66404,No Error,12,19460,No Error,55,5642,No Error,29,Non-Eligible,No Error,80,Eligible,No Error
54,62888,No Error,76,35541,No Error,91,29230,No Error,65,10538,No Error,8,40913,EOI,33,43122,No Error,60,Non-Eligible,No Error,90,Non-Eligible,EOE
52,6856,No Error,68,8032,No Error,79,60685,No Error,28,33014,No Error,33,98525,No Error,56,253,No Error,76,Eligible,No Error,10,Eligible,EOI
57,83868,No Error,46,9496,No Error,41,17232,No Error,82,13688,No Error,23,84688,EOI,96,71318,No Error,65,Eligible,No Error,11,Non-Eligible,No Error
51,82254,No Error,65,7400,No Error,60,2346,No Error,24,14545,No Error,75,58009,No Error,33,31433,No Error,79,Eligible,No Error,38,Non-Eligible,No Error
71,66172,No Error,62,68663,No Error,50,28573,No Error,83,54694,No Error,97,83855,No Error,67,38825,No Error,45,Eligible,No Error,92,Non-Eligible,EOE
76,96525,No Error,95,60449,No Error,64,28684,No Error,100,43203,No Error,51,71670,No Error,72,19324,No Error,67,Eligible,No Error,73,Eligible,No Error
57,88774,No Error,26,58361,No Error,76,76670,No Error,93,62577,No Error,44,13667,No Error,47,72352,No Error,37,Non-Eligible,No Error,13,Eligible,EOI
62,22675,No Error,89,28291,No Error,60,54764,No Error,21,76895,EOI,72,93025,No Error,71,52544,No Error,48,Eligible,No Error,24,Eligible,No Error
66,27323,No Error,96,51023,No Error,44,22997,No Error,90,25891,No Error,36,371,No Error,68,66844,No Error,82,Non-Eligible,EOE,54,Non-Eligible,No Error
50,95969,No Error,24,74427,EOI,54,49656,No Error,34,4807,No Error,39,39334,No Error,100,955,EOE,33,Non-Eligible,No Error,95,Non-Eligible,EOE
58,93374,No Error,49,10979,No Error,58,62264,No Error,70,9290,No Error,36,52517,No Error,81,73161,No Error,42,Eligible,No Error,66,Non-Eligible,No Error
73,56766,No Error,89,47612,No Error,61,11812,No Error,57,73066,No Error,69,994,No Error,89,3724,EOE,56,Eligible,No Error,62,Eligible,No Error
61,9836,No Error,91,62795,No Error,79,46879,No Error,37,26826,No Error,60,93024,No Error,40,63217,No Error,46,Eligible,No Error,86,Eligible,No Error
60,91826,No Error,26,17893,No Error,91,78053,No Error,44,5178,No Error,58,36581,No Error,82,29045,No Error,53,Non-Eligible,No Error,67,Eligible,No Error
57,39087,No Error,61,77641,No Error,80,63991,No Error,46,17490,No Error,37,93602,No Error,64,58053,No Error,52,Eligible,No Error,100,Eligible,No Error
52,17629,No Error,63,14044,No Error,58,25712,No Error,61,58057,No Error,20,67241,EOI,58,60697,No Error,98,Non-Eligible,EOE,91,Non-Eligible,EOE
65,47456,No Error,76,46308,No Error,85,79475,No Error,63,72847,No Error,15,47656,EOI,88,59709,No Error,38,Eligible,No Error,14,Eligible,EOI
63,47622,No Error,99,52150,No Error,55,50857,No Error,74,19935,No Error,19,73675,EOI,72,79300,No Error,39,Eligible,No Error,29,Non-Eligible,No Error
57,9181,No Error,42,69730,No Error,92,34300,No Error,22,58416,EOI,31,52066,No Error,99,67868,No Error,90,Eligible,No Error,59,Eligible,No Error
49,37528,No Error,66,24499,No Error,89,70062,No Error,59,9325,No Error,0,2752,No Error,31,8924,No Error,100,Eligible,No Error,29,Non-Eligible,No Error
67,1477,No Error,51,43544,No Error,94,55781,No Error,30,23877,No Error,70,14927,No Error,93,45754,No Error,54,Eligible,No Error,23,Non-Eligible,No Error
63,13627,No Error,93,58734,No Error,74,17644,No Error,65,32200,No Error,11,48785,EOI,76,36288,No Error,86,Non-Eligible,EOE,27,Non-Eligible,No Error
65,79681,No Error,56,54339,No Error,89,79171,No Error,33,23883,No Error,70,89507,No Error,80,75701,No Error,100,Non-Eligible,EOE,18,Eligible,EOI
55,19425,No Error,93,24478,No Error,52,74593,No Error,58,7348,No Error,11,85517,EOI,62,380,No Error,20,Non-Eligible,No Error,75,Eligible,No Error
54,40660,No Error,97,18728,No Error,49,14012,No Error,53,4228,No Error,9,41988,EOI,64,3689,No Error,20,Eligible,EOI,29,Eligible,No Error
53,1436,No Error,55,1871,No Error,53,21770,No Error,86,34855,No Error,32,80087,No Error,43,58727,No Error,28,Eligible,No Error,49,Non-Eligible,No Error
42,9028,No Error,65,55815,No Error,36,79705,No Error,31,8104,No Error,2,85554,EOI,80,44950,No Error,35,Eligible,No Error,18,Non-Eligible,No Error
47,10500,No Error,27,77504,No Error,90,38624,No Error,32,47226,No Error,38,61439,No Error,50,53613,No Error,25,Eligible,No Error,24,Eligible,No Error
55,31602,No Error,82,43627,No Error,31,61112,No Error,26,23912,No Error,78,73683,No Error,59,75737,No Error,93,Non-Eligible,EOE,12,Eligible,EOI
63,51759,No Error,99,5585,EOE,89,9378,EOE,82,54755,No Error,1,31421,No Error,45,78407,No Error,79,Eligible,No Error,71,Non-Eligible,No Error
57,89798,No Error,100,22852,No Error,60,35167,No Error,72,12419,No Error,26,65119,No Error,30,74906,No Error,96,Non-Eligible,EOE,48,Non-Eligible,No Error
36,71364,No Error,48,48046,No Error,45,6866,No Error,30,23883,No Error,11,27936,No Error,50,7684,No Error,82,Eligible,No Error,58,Eligible,No Error
59,94528,No Error,57,56576,No Error,60,512,No Error,60,72242,No Error,38,93019,No Error,84,66399,No Error,78,Eligible,No Error,73,Non-Eligible,No Error
55,48951,No Error,51,38098,No Error,43,20344,No Error,57,33307,No Error,91,4453,EOE,34,68480,No Error,99,Eligible,No Error,15,Eligible,EOI
73,88003,No Error,76,31423,No Error,89,20828,No Error,99,78514,No Error,44,18648,No Error,57,28338,No Error,33,Non-Eligible,No Error,67,Non-Eligible,No Error
66,75090,No Error,38,22560,No Error,87,36703,No Error,54,78908,No Error,71,81975,No Error,81,63985,No Error,44,Eligible,No Error,57,Non-Eligible,No Error
64,93462,No Error,94,5619,EOE,38,62981,No Error,60,77164,No Error,37,72461,No Error,92,33802,No Error,22,Non-Eligible,No Error,12,Non-Eligible,No Error
58,25865,No Error,60,48899,No Error,94,35587,No Error,53,48875,No Error,28,64916,No Error,57,67913,No Error,81,Non-Eligible,EOE,98,Non-Eligible,EOE
64,80551,No Error,78,26477,No Error,47,40543,No Error,63,26638,No Error,50,52362,No Error,86,56648,No Error,70,Eligible,No Error,77,Eligible,No Error
53,62142,No Error,80,35775,No Error,73,71005,No Error,51,51799,No Error,27,14464,No Error,36,74568,No Error,87,Non-Eligible,EOE,35,Non-Eligible,No Error
66,55633,No Error,58,47572,No Error,88,27730,No Error,78,70161,No Error,23,29038,No Error,85,56538,No Error,85,Eligible,No Error,39,Non-Eligible,No Error
73,91237,No Error,96,21207,No Error,97,28420,No Error,45,7059,No Error,65,554,No Error,62,9371,No Error,69,Eligible,No Error,99,Eligible,No Error
53,69878,No Error,31,17148,No Error,56,45024,No Error,52,73315,No Error,55,59615,No Error,72,29026,No Error,46,Non-Eligible,No Error,79,Eligible,No Error
56,19206,No Error,27,32903,No Error,32,62267,No Error,100,78622,No Error,45,55591,No Error,80,56055,No Error,57,Non-Eligible,No Error,67,Non-Eligible,No Error
56,72228,No Error,91,77514,No Error,35,11780,No Error,49,52043,No Error,11,78657,EOI,98,50228,No Error,30,Non-Eligible,No Error,30,Non-Eligible,No Error
56,56584,No Error,64,51438,No Error,46,22670,No Error,99,56801,No Error,20,8802,No Error,51,57988,No Error,98,Non-Eligible,EOE,48,Eligible,No Error
64,79058,No Error,52,29916,No Error,99,79807,No Error,80,54630,No Error,5,21799,No Error,87,73890,No Error,78,Eligible,No Error,71,Eligible,No Error
46,60162,No Error,58,54067,No Error,37,22296,No Error,41,44302,No Error,66,2620,No Error,31,62073,No Error,47,Eligible,No Error,85,Non-Eligible,EOE
48,91573,No Error,25,49993,EOI,33,36069,No Error,72,72801,No Error,56,67280,No Error,54,5677,No Error,20,Non-Eligible,No Error,78,Non-Eligible,No Error
71,93334,No Error,86,17325,No Error,54,26651,No Error,77,78608,No Error,54,26066,No Error,87,62567,No Error,88,Eligible,No Error,91,Non-Eligible,EOE
66,22989,No Error,87,44466,No Error,76,6210,EOE,80,26672,No Error,34,34244,No Error,54,43516,No Error,54,Non-Eligible,No Error,30,Eligible,No Error
61,94924,No Error,72,55188,No Error,37,34220,No Error,77,9086,EOE,28,79271,No Error,94,44714,No Error,63,Non-Eligible,No Error,52,Eligible,No Error
68,81551,No Error,78,32588,No Error,98,15347,No Error,83,38807,No Error,52,44950,No Error,33,35128,No Error,57,Non-Eligible,No Error,90,Non-Eligible,EOE
57,56959,No Error,33,60472,No Error,78,51353,No Error,46,39963,No Error,70,45308,No Error,61,15782,No Error,79,Non-Eligible,No Error,68,Non-Eligible,No Error
42,99771,No Error,48,2177,No Error,31,48312,No Error,27,14994,No Error,29,50929,No Error,78,52546,No Error,86,Non-Eligible,EOE,23,Non-Eligible,No Error
35,70400,No Error,42,20750,No Error,33,746,No Error,16,44880,EOI,30,39279,No Error,58,51988,No Error,87,Non-Eligible,EOE,58,Eligible,No Error
54,15112,No Error,45,4532,No Error,52,15792,No Error,45,18039,No Error,32,28408,No Error,98,64670,No Error,87,Eligible,No Error,88,Eligible,No Error
43,10758,No Error,52,79727,No Error,60,2828,No Error,35,28854,No Error,8,30489,No Error,60,65470,No Error,60,Eligible,No Error,24,Non-Eligible,No Error
58,43802,No Error,51,60810,No Error,87,29211,No Error,41,55536,No Error,48,69435,No Error,65,71373,No Error,24,Non-Eligible,No Error,66,Eligible,No Error
52,99057,No Error,58,29750,No Error,83,31174,No Error,27,36124,No Error,53,8588,No Error,40,47922,No Error,20,Non-Eligible,No Error,15,Eligible,EOI
48,1570,No Error,58,7393,No Error,58,71808,No Error,15,15004,No Error,15,19169,No Error,96,68971,No Error,79,Non-Eligible,No Error,74,Non-Eligible,No Error
61,53254,No Error,65,22347,No Error,90,49737,No Error,29,732,No Error,24,68168,EOI,98,28098,No Error,65,Eligible,No Error,35,Non-Eligible,No Error
86,46233,No Error,88,61092,No Error,49,60900,No Error,97,32234,No Error,98,42192,No Error,99,3057,EOE,86,Non-Eligible,EOE,55,Non-Eligible,No Error
35,51525,No Error,58,69549,No Error,46,28454,No Error,16,886,No Error,19,32101,No Error,37,72539,No Error,30,Eligible,No Error,43,Eligible,No Error
64,96232,No Error,40,25869,No Error,79,25187,No Error,97,36148,No Error,73,4114,No Error,34,27666,No Error,25,Non-Eligible,No Error,28,Eligible,No Error
63,15950,No Error,63,62642,No Error,43,22644,No Error,91,35388,No Error,19,60324,EOI,100,15139,No Error,75,Non-Eligible,No Error,31,Eligible,No Error
54,64565,No Error,59,55604,No Error,95,49448,No Error,58,10843,No Error,16,38297,No Error,43,32981,No Error,34,Non-Eligible,No Error,71,Non-Eligible,No Error
57,26657,No Error,28,56290,No Error,59,6135,No Error,65,50108,No Error,82,34456,No Error,53,19050,No Error,82,Eligible,No Error,44,Eligible,No Error
55,66686,No Error,75,4533,EOE,37,65803,No Error,11,50665,EOI,89,57297,No Error,65,22836,No Error,30,Non-Eligible,No Error,64,Non-Eligible,No Error
62,17421,No Error,43,40056,No Error,91,20343,No Error,64,56657,No Error,82,64142,No Error,32,46493,No Error,69,Eligible,No Error,69,Eligible,No Error
62,21628,No Error,92,66573,No Error,82,56683,No Error,38,8244,No Error,17,24905,No Error,85,2692,EOE,42,Non-Eligible,No Error,73,Non-Eligible,No Error
43,73184,No Error,44,79984,No Error,33,62117,No Error,63,25972,No Error,32,15443,No Error,45,13607,No Error,92,Eligible,No Error,100,Eligible,No Error
58,29885,No Error,79,60303,No Error,68,7856,No Error,52,59857,No Error,30,36494,No Error,63,76363,No Error,62,Eligible,No Error,31,Non-Eligible,No Error
55,96661,No Error,20,79879,EOI,79,69154,No Error,75,69337,No Error,31,73819,No Error,74,55039,No Error,99,Eligible,No Error,53,Eligible,No Error
62,65081,No Error,65,64958,No Error,41,26529,No Error,90,51567,No Error,76,22719,No Error,42,48408,No Error,50,Eligible,No Error,10,Non-Eligible,No Error
60,6865,No Error,79,74865,No Error,75,26890,No Error,76,32456,No Error,41,13316,No Error,30,45093,No Error,65,Non-Eligible,No Error,96,Non-Eligible,EOE
63,56752,No Error,64,66632,No Error,80,56206,No Error,66,67787,No Error,45,49926,No Error,64,56349,No Error,31,Eligible,No Error,32,Eligible,No Error
62,26015,No Error,89,2122,EOE,50,31284,No Error,14,18269,No Error,70,88063,No Error,91,173,EOE,47,Non-Eligible,No Error,58,Non-Eligible,No Error
68,34531,No Error,88,53353,No Error,49,45819,No Error,99,2862,EOE,21,23035,No Error,87,70344,No Error,75,Non-Eligible,No Error,40,Eligible,No Error
67,98320,No Error,73,29875,No Error,41,53187,No Error,57,16581,No Error,85,70963,No Error,83,15710,No Error,40,Eligible,No Error,59,Eligible,No Error
60,76832,No Error,75,19458,No Error,30,45033,No Error,71,17172,No Error,80,56864,No Error,47,49348,No Error,54,Non-Eligible,No Error,78,Eligible,No Error
53,37936,No Error,57,35695,No Error,57,5591,No Error,22,76750,EOI,37,56262,No Error,96,13147,No Error,45,Eligible,No Error,83,Eligible,No Error
55,70378,No Error,25,17748,No Error,91,65037,No Error,49,79939,No Error,82,45045,No Error,30,7603,No Error,57,Eligible,No Error,20,Non-Eligible,No Error
63,8737,No Error,25,77275,EOI,87,60716,No Error,78,61456,No Error,86,64643,No Error,42,50920,No Error,25,Non-Eligible,No Error,39,Non-Eligible,No Error
57,85062,No Error,36,18840,No Error,71,37607,No Error,67,74552,No Error,65,947,No Error,48,21128,No Error,60,Eligible,No Error,96,Non-Eligible,EOE
48,64671,No Error,82,57558,No Error,56,57996,No Error,26,79933,No Error,47,99398,No Error,30,68838,No Error,65,Eligible,No Error,45,Eligible,No Error
65,9746,No Error,84,39864,No Error,100,73318,No Error,63,50720,No Error,11,83694,EOI,68,32010,No Error,96,Eligible,No Error,76,Non-Eligible,No Error
60,15847,No Error,81,46682,No Error,77,23217,No Error,39,41087,No Error,15,97939,EOI,90,49683,No Error,86,Non-Eligible,EOE,60,Eligible,No Error
78,78900,No Error,91,29052,No Error,47,5142,No Error,97,60093,No Error,93,36472,No Error,64,54919,No Error,42,Non-Eligible,No Error,25,Non-Eligible,No Error
55,36189,No Error,81,31495,No Error,52,11612,No Error,12,28788,No Error,67,36641,No Error,65,31204,No Error,84,Non-Eligible,EOE,79,Eligible,No Error
71,44315,No Error,62,9563,No Error,85,43239,No Error,70,15872,No Error,94,1321,EOE,44,69500,No Error,94,Eligible,No Error,40,Non-Eligible,No Error
60,4693,No Error,72,39779,No Error,47,13246,No Error,77,41788,No Error,11,32902,No Error,94,68056,No Error,59,Non-Eligible,No Error,96,Non-Eligible,EOE
40,26245,No Error,66,48790,No Error,47,32500,No Error,14,71553,EOI,30,50267,No Error,45,18196,No Error,54,Non-Eligible,No Error,70,Non-Eligible,No Error
58,55923,No Error,22,77639,EOI,70,74508,No Error,44,48310,No Error,98,72382,No Error,56,55974,No Error,85,Eligible,No Error,97,Non-Eligible,EOE
51,52983,No Error,23,75096,EOI,56,56000,No Error,47,43433,No Error,56,54672,No Error,75,45226,No Error,96,Non-Eligible,EOE,43,Non-Eligible,No Error
39,41222,No Error,52,69268,No Error,55,16580,No Error,14,44701,EOI,47,352,No Error,31,77819,No Error,45,Eligible,No Error,43,Non-Eligible,No Error
71,35404,No Error,29,12359,No Error,60,78381,No Error,99,55909,No Error,85,17699,No Error,83,24695,No Error,71,Eligible,No Error,99,Eligible,No Error
74,14388,EOE,80,22520,No Error,61,14291,No Error,43,33971,No Error,99,33664,No Error,90,55025,No Error,57,Eligible,No Error,97,Eligible,No Error
61,95157,No Error,89,74654,No Error,36,19896,No Error,50,21390,No Error,39,84906,No Error,94,2859,EOE,71,Non-Eligible,No Error,16,Non-Eligible,No Error
75,11948,EOE,89,48808,No Error,97,41671,No Error,39,17364,No Error,74,35609,No Error,77,11778,No Error,64,Non-Eligible,No Error,15,Non-Eligible,No Error
49,54138,No Error,68,62226,No Error,42,34941,No Error,32,10084,No Error,9,57462,EOI,95,24242,No Error,87,Non-Eligible,EOE,31,Eligible,No Error
51,81748,No Error,46,72034,No Error,78,72954,No Error,47,11965,No Error,56,77065,No Error,31,41402,No Error,31,Eligible,No Error,98,Eligible,No Error
64,25734,No Error,67,71317,No Error,91,23439,No Error,72,885,No Error,33,87733,No Error,59,48545,No Error,55,Non-Eligible,No Error,12,Non-Eligible,No Error
67,83189,No Error,76,42864,No Error,59,61132,No Error,56,24315,No Error,80,77452,No Error,66,10536,No Error,92,Non-Eligible,EOE,45,Non-Eligible,No Error
60,53835,No Error,71,61430,No Error,56,9870,No Error,20,64624,EOI,94,13212,No Error,63,46055,No Error,83,Eligible,No Error,28,Non-Eligible,No Error
53,29480,No Error,51,66102,No Error,57,73150,No Error,76,2592,EOE,47,38787,No Error,38,29707,No Error,31,Non-Eligible,No Error,13,Non-Eligible,No Error
60,70115,No Error,70,16309,No Error,96,1081,EOE,51,275,No Error,52,84614,No Error,35,17821,No Error,65,Eligible,No Error,16,Non-Eligible,No Error
62,23870,No Error,60,50034,No Error,64,31140,No Error,78,38794,No Error,69,3546,No Error,42,32185,No Error,88,Non-Eligible,EOE,83,Eligible,No Error
58,65477,No Error,73,24524,No Error,44,28102,No Error,90,54268,No Error,19,51976,EOI,67,77666,No Error,52,Non-Eligible,No Error,90,Non-Eligible,EOE
